,title,experience,location,skills
0,Estimation Engineer,4 - 8 Year(s),Dammam - Saudi Arabia,"Extensive knowledge in preparing Equipment Layouts, Equipment and fabrication drawings, \tGood field experience in identification of equipment on..."
0,Senior Accountant,2 - 8 Year(s),Saudi Arabia - Saudi Arabia,Required
0,Generator Mechanical Technician,5 - 10 Year(s),Saudi Arabia - Saudi Arabia,Perform minor breakdowns at site \tPerform regular cleaning of generators & cooling system as when required \tPerform visual / Mechanical / Electrical...
0,Generator Electrical Technician,5 - 10 Year(s),Saudi Arabia - Saudi Arabia,•\tGood in rewinding motors and electronic wirings and familiar with equipment computer systems
0,Sales Engineer / Executive,2 - 8 Year(s),Saudi Arabia - Saudi Arabia,Qualifications and Skills \tPrevious sales experience required \tExcellent communication and leadership skills \tCreate new sales and marketing...
0,Estimation Engineer,4 - 8 Year(s),Dammam - Saudi Arabia,"Extensive knowledge in preparing Equipment Layouts, Equipment and fabrication drawings, \tGood field experience in identification of equipment on..."
0,Business Development Manager – Fire Protection Systems,5 - 10 Year(s),Jeddah - Saudi Arabia,Qualifications What we look for Required Degree educated or equivalent experience Minimum 5 years proven track record in sales and business...
0,Graphic Designer,2 - 3 Year(s),Jeddah - Saudi Arabia,Job Requirement 
0,Electrical Technician,7 - 14 Year(s),Saudi Arabia - Saudi Arabia,Tech/B.E/BS Engineering) OR 15 years (Diploma) experience in Petrochemical Industry Electrical Maintenance;Eye\t Experience \tMinimum 7 years...
0,Rigger I with ARAMCO approval,4 - 8 Year(s),"Dammam/Khobar/Eastern Province , Riyadh , Dammam - Saudi Arabia","Only Rigger-I shall execute tandem lifts, lifts over forty (40) tons, lifts exceeding eighty-five percent (85%) of the cranes rated load..."
0,Electrical Installation Supervisor,5 - 10 Year(s),Saudi Arabia - Saudi Arabia,We are looking for Electrical Installation Supervisor for Saudi Arabia. Responsibilities
0,Buyer- Supply Chain,2 - 8 Year(s),Dammam - Saudi Arabia,CANDIDATE PROFILE
0,Document Controller - Construction - MUST BE IN KSA,10 - 16 Year(s),Jeddah - Saudi Arabia,The successful candidate will be site based and responsible for the controlling and maintaining soft and hard copies of documents including technical...
0,"Senior Analyst, Business Application Development",5 - 8 Year(s),Dammam - Saudi Arabia,Communication Skills Qualifications / Experience \tBachelor Of Computers \tCertified in Computer Programming \tCertified in Microsoft...
0,Registered Nurse- Saudi Nationals,1 - 6 Year(s),Riyadh - Saudi Arabia,Specialties- ER General Ward ICU NICU OPD Pediatrics Oncology Infection Control Nurse Operation Thetre delivery room Qualification-...
0,Software Designers,2 - 5 Year(s),Riyadh - Saudi Arabia,"Software Engineers that are experts in the block chain development with proficiency in Java, Python, C++"
0,SALES MANAGER/SALES ENGINEER,2 - 4 Year(s),Riyadh - Saudi Arabia,"Sales & Marketing Development for Cryogenic equipments for Biomedical storage (for biomedical storage samples, core blood, steam cells and IVF). and..."
0,Sales Manager,10 - 15 Year(s),Dammam - Saudi Arabia,"University graduate, preferably engineer with post-graduate management degree;Skills"
0,PHP Developer,3 - 8 Year(s),Jeddah - Saudi Arabia,The candidate must possess with the following qualities
0,Environment Engineer,10 - 15 Year(s),Saudi Arabia - Saudi Arabia,Requirement
0,PHP Developer,3 - 8 Year(s),Jeddah - Saudi Arabia,The candidate must possess with the following qualities
0,Sales Account Manager,5 - 8 Year(s),Riyadh - Saudi Arabia,"Experience - Sales Incumbent should have 5-6 years of sales experience in IT and Cyber Security domain in the kingdom, should be fast learner and..."
0,IT Security Professionals,5 - 8 Year(s),Riyadh - Saudi Arabia,Experience - Pre-Sales / Post-Sales Incumbent should be well versed and hands on with technologies such as ATP/NGFW/IDAM/PAM etc;Work experience in...
0,Design Engineer,3 - 7 Year(s),Riyadh - Saudi Arabia,Experience in Cisco Security Products will be an added advantage;Arabic language knowledge and Middle East experience will be an added...
0,Unified Communications Engineers,5 - 8 Year(s),Riyadh - Saudi Arabia,"Experience on LAN, WLAN and Collaboration on ALE, Cisco or Huawei Solutions will be an added advantage Enterprise Products\tAlcatel-Lucent..."
0,Pre-Sales Engineer,5 - 8 Year(s),Riyadh - Saudi Arabia,Experience - Pre-Sales and Post-Sales ACFE/ACSE/AQPS ALE Certified Engineers with 3 ~ 5 Years relevant Experience of configuring and troubleshooting...
0,HR Specialist,3 - 5 Year(s),Al Khobar - Saudi Arabia,"Ability to help develop, implement, support, and review all HR department initiatives, policies, procedures, and systems Leadership and..."
0,AX Developer - Saudi Arabia,3 - 8 Year(s),"Jeddah , Riyadh , Dammam - Saudi Arabia",I am also happy to answer any other questions you may have about the position
0,Chief Accountant,4 - 8 Year(s),Riyadh - Saudi Arabia,"We are looking for Chief Accountant for Riyadh, Saudi Arabia. Job Description"
0,Mechanical Draftsman,10 - 15 Year(s),Saudi Arabia - Saudi Arabia,Experience
0,Customer Service Executive,2 - 8 Year(s),"Jeddah , Riyadh , Al Khobar - Saudi Arabia",Good interpersonal skills Ability to learn new things within a short time Ability to work independently with little or no supervision Ability to...
0,Cashier,2 - 8 Year(s),"Jeddah , Riyadh , Al Khobar - Saudi Arabia",Required
0,Head of Digital Asset Management,5 - 10 Year(s),Riyadh - Saudi Arabia,Requirements Minimum of 5 years relevant asset management experience in similar industries Experience of leading high functioning and technical...
0,Chief Accountant,3 - 7 Year(s),"Dammam/Khobar/Eastern Province , Al Khobar , Dhahran - Saudi Arabia",Journal posting Reconciliation Payments review Reievabiles arrangement and follow up Preparing financial reports petty cash review Preparing VAT...
0,Estimating & Budgeting Manager,10 - 16 Year(s),Riyadh - Saudi Arabia,"Estimating & Budgeting Manager Develop relationships with key stakeholders, both internal and external Develop and implement a program level Cost &..."
0,Senior Quantity Surveyor,7 - 14 Year(s),Riyadh - Saudi Arabia,Universal Studios; Warner Bros) for a minimum of 3 years; Must have a minimum of 3 years international experience preferred but not essential;...
0,Managing Quantity Surveyor- Site based,10 - 16 Year(s),Riyadh - Saudi Arabia,Experiences and Qualifications
0,Resource Planner & Analyst,10 - 16 Year(s),Riyadh - Saudi Arabia,"The person will have a commercial focus, analytical experience and will have the technical know-how to ensure talent is mapped and resources are..."
0,Estimating Engineer (ACCE/K-Base),10 - 15 Year(s),Al Khobar - Saudi Arabia,degree in engineering with a minimum 10-year experience in estimating engineering in oil and gas business sector;Responsibilities and Duties...
0,Document Management Department Manager (EPC Water Projects),15 - 20 Year(s),Riyadh - Saudi Arabia,Minimum 15 years experience in document/information management including 5 years as department manager on large- scale projects;Experience working on...
0,Collections Agent,5 - 10 Year(s),Riyadh - Saudi Arabia,Requirements Experience of conducting client negotiations Previous debt collection experience Microsoft Excel basic level Desirable Microsoft...
0,Urban Designer,5 - 10 Year(s),Riyadh - Saudi Arabia,"Requirements Degree of a postgraduate qualification in landscape architecture, architecture, or related field and preferably with a professional..."
0,Public Relations Expert,5 - 10 Year(s),Riyadh - Saudi Arabia,Responsibilities
0,Water & Wastewater Engineer,5 - 10 Year(s),Riyadh - Saudi Arabia,Minimum 15 years of experience in wastewater industry Has successfully carried out at least one similar project in the past;Minimum 15 years of...
0,Senior Project Manager,5 - 10 Year(s),Riyadh - Saudi Arabia,"Key Responsibilities Technical leadership on large multi-disciplinary project delivery Lead single and multi-disciplinary discipline bids, with a..."
0,Planning Engineer (Claims/EOT),15 - 20 Year(s),Al Khobar - Saudi Arabia,Minimum Requirements
0,Electrical Estimator - O&G,15 - 20 Year(s),Al Khobar - Saudi Arabia,Minimum Requirements
0,Digital Asset Management,5 - 10 Year(s),Riyadh - Saudi Arabia,"Should have a hands-on approach, detail-orientation and ability to translate that into successful implementation Customer-driven with a focus on..."
0,Digital Communications advisor,3 - 8 Year(s),Riyadh - Saudi Arabia,"High levels of competency in all aspects of Microsoft Office Strong interest in digital and social media Experience with Adobe Photoshop,..."
0,Procurement Intern,5 - 10 Year(s),Riyadh - Saudi Arabia,The Procurement Intern will form part of the team which will deliver the Procurement elements of works. They will be involved and will deliver the...
0,HR Recruiter,8 - 12 Year(s),Riyadh - Saudi Arabia,Establishes recruiting requirements by studying department plans and objectives; meeting with PCD Director to discuss needs. Builds applicant sources...
0,QC / Technician / Maintenance,1 - 5 Year(s),Riyadh - Saudi Arabia,"Experience in using electronic tools for appliances, refrigeration, and diagnostic testing equipment;Strong troubleshooting and problem-solving skills..."
0,Restaurant Manager,5 - 10 Year(s),"Jeddah , Riyadh , Dammam - Saudi Arabia",KNOWLEDGE AND SKILLS REQUIRED \tIdeal candidate should have an overall 10 years of experience out of which minimum 2 years as a Restaurant Manager...
0,Assistant Restaurant Manager,6 - 8 Year(s),"Jeddah , Riyadh , Dammam - Saudi Arabia",KNOWLEDGE AND SKILLS REQUIRED \tIdeal Candidate should have an overall 6 to 8 years of experience out of which 1 to 2 years as an Assistant...
0,Restaurant Supervisor,4 - 6 Year(s),"Jeddah , Riyadh , Dammam - Saudi Arabia",Ideal Candidate should have an overall 4 to 6 years of experience out of which 1 to 2 years as a Restaurant Supervisor at a branded international casual...
0,Commercial Associate Director - KSA,15 - 26 Year(s),Riyadh - Saudi Arabia,Technical Knowledge and experience Essential
0,Lead Mechanical Engineer (Static Equipment ),15 - 20 Year(s),Al Khobar - Saudi Arabia,"Has experience in the oil / gas, hydrocarbon, refinery, offshore, or infrastructure industries and is recognized as specialist in mechanical (static..."
0,Value Management Engineer,5 - 10 Year(s),Al Khobar - Saudi Arabia,"The candidate will have a minimum of nine years of experience with relevant Construction and Projects in the oil and gas industry, chemical process..."
0,Property Management Expert,5 - 10 Year(s),Riyadh - Saudi Arabia,He should be a well-experienced negotiator with excellent communication and coordination skills;He should have a minimum of 10 years experience in...
0,Planning/Scheduling Engineer,15 - 20 Year(s),Al Khobar - Saudi Arabia,"Experience in the development and to analyze man-hour resources, equipment resources and cost loaded, time-phased schedules;Ideal Requirements"
0,Principal Waste Management Consultant,5 - 10 Year(s),Riyadh - Saudi Arabia,"The candidate will be required to lead projects, support business development and engage with clients, confidently responding to technical and financial..."
0,Marketing Expert,5 - 10 Year(s),Riyadh - Saudi Arabia,"Experience & Qualifications required 5+ years experience in marketing or communications, whether in an agency or internally within a Marcoms..."
0,Sr. Presales Consultant,7 - 14 Year(s),Riyadh - Saudi Arabia,Must be in a quota driven role currently;Must have hands-on experience with Enterprise security software products It would be nice if you have
0,Project Manager - Laboratory,10 - 16 Year(s),Al Khobar - Saudi Arabia,Minimum Requirements
0,Stakeholder Manager,10 - 16 Year(s),Riyadh - Saudi Arabia,"Building project authority experience is desirable Have a detailed understanding of Authority processes, procedures and policies and ensure that these..."
0,Senior Consultant - Financing Advisory,5 - 10 Year(s),Riyadh - Saudi Arabia,The Successful candidate will
0,Lead Estimator,5 - 10 Year(s),Al Khobar - Saudi Arabia,Able to review of drawings and documents received from clients and preparing Bill of Materials and quantities Preparing the detailed cost estimate that...
0,Senior Design Manager - Masterplan,15 - 25 Year(s),Riyadh - Saudi Arabia,"At least ten (10) years full time paid professional experience managing the facilities design, or the planning and coordination of capital projects that..."
0,Business Development Manager,7 - 14 Year(s),Riyadh - Saudi Arabia,Develop a growth strategy focused both on financial gain and customer satisfaction Conduct research to identify new markets and customer needs Arrange...
0,Installation Rigger Technician,5 - 10 Year(s),Riyadh - Saudi Arabia,More than 3 years of relevant experience supporting large complex programs in the area Installation of equipment on Tower Sites Installation and...
0,NDT Technician,0 - 4 Year(s),Saudi Arabia - Saudi Arabia,Qualification
